"","X.1","X","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species","Genus_molecules","Species_molecules"
"420",420,420,"Goniopora polyformis","Poritidae",NA,NA,NA,"colonial",0.770852011642144,NA,"digitate",1.25727939087547,"pacific",2.5454899749012,2.06600284309592,0.587486465410964,2.68180598994607,NA,0.139855267404153,NA,1.09825548360203,"zooxanthellate",NA,"Goniopora","polyformis","Goniopora","polyformis"
"421",421,421,"Goniopora savignyi","Poritidae",NA,NA,NA,"colonial",0.342422680822206,NA,"columnar",1.17054326435303,"pacific",2.46932609466116,1.8750612633917,1.29183486741564,2.68180598994607,NA,0.130850381159553,NA,1.37053404572699,"zooxanthellate",NA,"Goniopora","savignyi","Goniopora","savignyi"
"422",422,422,"Goniopora somaliensis","Poritidae",NA,NA,NA,"colonial",0.491361693834273,NA,"encrusting",0.683305180563841,"pacific",2.54018284221771,1.66884814520082,1.14376401461225,2.68180598994607,NA,0.180227115164058,NA,NA,"zooxanthellate",2.30102999566398,"Goniopora","somaliensis","Goniopora","somaliensis"
"423",423,423,"Goniopora stokesi","Poritidae",NA,NA,NA,"colonial",0.672097857935718,NA,"columnar",1.17054326435303,"pacific",2.5436147707765,1.92567355945997,0.837335868015015,2.68180598994607,NA,0.130850381159553,NA,1.77328900856505,"zooxanthellate",1,"Goniopora","stokesi","Goniopora","stokesi"
"424",424,424,"Goniopora sultani","Poritidae",NA,NA,NA,"colonial",0.89209460269048,NA,"columnar",1.17054326435303,"pacific",2.5477922031953,2.23828811221541,0.302330928684399,2.68180598994607,NA,0.130850381159553,NA,2.04205289165138,"zooxanthellate",NA,"Goniopora","sultani","Goniopora","sultani"
"425",425,425,"Goniopora tantillus","Poritidae",NA,NA,NA,NA,0.462397997898956,NA,"encrusting",0.683305180563841,"pacific",NA,NA,1.43904833527824,NA,NA,0.180227115164058,NA,NA,"zooxanthellate",NA,"Goniopora","tantillus","Goniopora","tantillus"
"426",426,426,"Goniopora tenella","Poritidae",NA,NA,NA,"colonial",0.462397997898956,NA,"encrusting",0.683305180563841,"pacific",2.53963286188731,1.62769084143681,1.02677832865953,2.68180598994607,NA,0.180227115164058,NA,NA,"zooxanthellate",NA,"Goniopora","tenella","Goniopora","tenella"
"427",427,427,"Goniopora tenuidens","Poritidae",NA,NA,NA,"colonial",0.568201724066995,NA,"massive",0.881921276751749,"pacific",2.54164192759515,1.77803754121526,1.07918124604762,2.68180598994607,NA,0.119792807585828,NA,1.37473709152026,"zooxanthellate",NA,"Goniopora","tenuidens","Goniopora","tenuidens"
"428",428,428,"Gyrosmilia interrupta","Euphylliidae",NA,NA,NA,"colonial",0.90848501887865,NA,"massive",NA,"pacific",NA,NA,0.319742095395281,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Gyrosmilia","interrupta","Gyrosmilia","interrupta"
"429",429,429,"Halomitra clavator","Fungiidae",0.602087466353667,NA,NA,"colonial",0.724275869600789,NA,"massive",0.792255477142622,"pacific",NA,NA,0.602465288260993,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",NA,"Halomitra","clavator","Halomitra","clavator"
"430",430,430,"Halomitra pileus","Fungiidae",0.602087466353667,NA,NA,"colonial",0.681241237375587,NA,"massive",0.792255477142622,"pacific",NA,NA,0.668514605975165,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.77815125038364,"Halomitra","pileus","Halomitra","pileus"
"431",431,431,"Heliofungia actiniformis","Fungiidae",0.602172142258635,NA,NA,"solitary",2.15228834438306,NA,"massive",0.760422483423212,"pacific",2.56702636615906,4.19008503574415,-1.58924043268298,2.56761444273084,NA,0.225303186617717,NA,NA,"zooxanthellate",1.30102999566398,"Heliofungia","actiniformis","Heliofungia","actiniformis"
"432",432,432,"Heliofungia fralinae","Fungiidae",0.602087466353667,NA,NA,"solitary",1.95424250943932,NA,"massive",0.792255477142622,"pacific",2.54173861490671,3.90866264385816,-1.2852807704808,2.56761444273084,NA,0.225303186617717,NA,NA,"zooxanthellate",0.954242509439325,"Heliofungia","fralinae","Heliofungia","fralinae"
"433",433,433,"Helioseris cucullata","Agariciidae",0.600352321764408,NA,NA,"colonial",0.662757831681574,NA,"laminar",1.08628905434993,"atlantic",NA,NA,0.382319912434992,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",1.38021124171161,"Helioseris","cucullata","Helioseris","cucullata"
"434",434,434,"Herpolitha limax","Fungiidae",0.601534864998286,NA,NA,"colonial",2.56820172406699,NA,"massive",1,"pacific",NA,NA,-2.22758200866214,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",NA,"Herpolitha","limax","Herpolitha","limax"
"435",435,435,"Heterocyathus aequicostatus","Caryophylliidae",NA,NA,NA,"solitary",0.7481880270062,NA,"massive",NA,"pacific",NA,NA,0.56576504011117,NA,NA,NA,NA,NA,"both",NA,"Heterocyathus","aequicostatus","Heterocyathus","aequicostatus"
"436",436,436,"Heterocyathus alternatus","Caryophylliidae",NA,NA,NA,"solitary",NA,NA,NA,NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"both",NA,"Heterocyathus","alternatus","Heterocyathus","alternatus"
"437",437,437,"Heterocyathus sulcatus","Caryophylliidae",NA,NA,NA,"solitary",NA,NA,NA,NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"both",NA,"Heterocyathus","sulcatus","Heterocyathus","sulcatus"
"438",438,438,"Heteropsammia cochlea","Dendrophylliidae",0.478425751700944,NA,NA,"colonial",0.863322860120456,NA,"massive",0.637289952780651,"pacific",NA,NA,0.389056729173677,NA,NA,NA,NA,NA,"both",NA,"Heteropsammia","cochlea","Heteropsammia","cochlea"
"439",439,439,"Heteropsammia eupsammides","Dendrophylliidae",NA,NA,NA,"both",NA,NA,NA,NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"both",NA,"Heteropsammia","eupsammides","Heteropsammia","eupsammides"
"440",440,440,"Homophyllia australis","Lobophylliidae",NA,NA,NA,"both",1.8750612633917,NA,"massive",NA,"pacific",2.5671553180185,3.63079305531783,-1.16375382795146,2.68484536164441,NA,NA,NA,NA,"zooxanthellate",0.778151250383644,"Homophyllia","australis","Homophyllia","australis"
"441",441,441,"Homophyllia bowerbanki","Lobophylliidae",NA,NA,NA,"colonial",1.39794000867204,NA,"massive",NA,"pacific",2.68484536164441,2.95280553409078,-0.522878745280338,2.68484536164441,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Homophyllia","bowerbanki","Homophyllia","bowerbanki"
"442",442,442,"Homophyllia hillae","Lobophylliidae",NA,NA,NA,"colonial",1.9329808219232,NA,"massive",NA,"pacific",2.56825512993508,3.71309653170018,-1.69897000433602,2.68484536164441,NA,NA,NA,NA,"zooxanthellate",2.17609125905568,"Homophyllia","hillae","Homophyllia","hillae"
"443",443,443,"Horastrea indica","Coscinaraeidae",NA,NA,NA,"colonial",1.13987908640124,NA,"massive",NA,"pacific",NA,NA,0.128399268717806,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Horastrea","indica","Horastrea","indica"
"444",444,444,"Hydnophora bonsai","Merulinidae",NA,NA,NA,"colonial",0.653212513775344,NA,"digitate",1.18443604127312,"pacific",2.50201528095726,2.15215313931325,0.664951279006699,2.50221228010606,NA,0.192247534589512,NA,0.543607049709986,"zooxanthellate",NA,"Hydnophora","bonsai","Hydnophora","bonsai"
"445",445,445,"Hydnophora exesa","Merulinidae",0.642162734465327,NA,NA,"colonial",0.653212513775344,NA,"massive",0.809077927149399,"pacific",2.51587384371168,2.13288360611113,0.544068044350276,2.51587384371168,NA,0.172185074771187,NA,1.06766085810768,"zooxanthellate",2,"Hydnophora","exesa","Hydnophora","exesa"
"446",446,446,"Hydnophora grandis","Merulinidae",NA,NA,NA,"colonial",0.672097857935718,NA,"columnar",1.09769991475068,"pacific",2.50237388739493,2.17898914284098,0.726353049497087,2.50221228010606,NA,0.183242648344912,NA,1.36235746596724,"zooxanthellate",NA,"Hydnophora","grandis","Hydnophora","grandis"
"447",447,447,"Hydnophora microconos","Merulinidae",0.64168215561488,NA,NA,"colonial",0.857332496431269,NA,"massive",0.989746365634447,"pacific",2.50589123573023,2.44220687241536,0.542327382773974,2.50221228010606,NA,0.136720567156407,NA,1.317028544049,"zooxanthellate",NA,"Hydnophora","microconos","Hydnophora","microconos"
"448",448,448,"Hydnophora pilosa","Merulinidae",NA,NA,NA,"colonial",0.903089986991944,NA,"columnar",1.09769991475068,"pacific",2.48855071650044,2.5264976288305,0.371827595633142,2.48855071650044,NA,0.183242648344912,NA,1.64455410317991,"zooxanthellate",NA,"Hydnophora","pilosa","Hydnophora","pilosa"
"449",449,449,"Hydnophora rigida","Merulinidae",0.764747965840081,NA,NA,"colonial",0.826074802700826,NA,"branching_closed",1.85125834871908,"pacific",2.50529769557003,2.39778980635103,0.389800073926947,2.50221228010606,NA,0.0236314102905406,NA,1.27599932122054,"zooxanthellate",NA,"Hydnophora","rigida","Hydnophora","rigida"
"450",450,450,"Indophyllia macassarensis","Lobophylliidae",NA,NA,NA,"solitary",1.65321251377534,NA,"massive",NA,"pacific",NA,NA,-0.823261582747106,NA,NA,NA,NA,NA,"zooxanthellate",0.653212513775344,"Indophyllia","macassarensis","Indophyllia","macassarensis"
"451",451,451,"Isophyllia rigida","Mussidae",0.301029995663981,NA,NA,"colonial",1.26007138798507,NA,"massive",0.791782937264489,"atlantic",NA,NA,-0.164309428507574,NA,NA,0.0344267468357491,NA,NA,"zooxanthellate",0.763427993562937,"Isophyllia","rigida","Isophyllia","rigida"
"452",452,452,"Isophyllia sinuosa","Mussidae",0.301029995663981,NA,NA,"colonial",1.04921802267018,NA,"massive",0.791782937264489,"atlantic",NA,NA,0.103745852377478,NA,NA,0.0344267468357491,NA,NA,"zooxanthellate",0.919078092376074,"Isophyllia","sinuosa","Isophyllia","sinuosa"
"453",453,453,"Isopora brueggemanni","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_open",1.87390159786446,"pacific",2.64823339386629,0.563493074164769,1.46093540574173,3.17609125905568,NA,0.179149040683456,NA,0.612379026114684,"zooxanthellate",NA,"Isopora","brueggemanni","Isopora","brueggemanni"
"454",454,454,"Isopora crateriformis","Acroporidae",0.501328217624878,NA,NA,"colonial",-0.0969100130080564,NA,"encrusting",0.909934052027136,"pacific",2.64550156955164,0.117399881283099,1.78174304824526,3.18908721117942,NA,0.1934365792672,NA,NA,"zooxanthellate",2,"Isopora","crateriformis","Isopora","crateriformis"
"455",455,455,"Isopora cuneata","Acroporidae",0.500347155983281,NA,NA,"colonial",0,NA,"encrusting",1.27875360095283,"pacific",2.40654018043396,0,1.63300609133675,3.22711508258913,NA,0.1934365792672,NA,NA,"zooxanthellate",2,"Isopora","cuneata","Isopora","cuneata"
"456",456,456,"Isopora elizabethensis","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.73351658781825,"pacific",2.64884529781937,0.367624902817843,1.65269069403757,3.18908721117942,NA,0.179149040683456,NA,0.459744858567442,"zooxanthellate",NA,"Isopora","elizabethensis","Isopora","elizabethensis"
"457",457,457,"Isopora palifera","Acroporidae",NA,NA,NA,"colonial",0.146128035678238,NA,"branching_open",1.19033169817029,"pacific",2.39619934709574,0,1.54994112817357,3.16405529189345,NA,0.181843587944773,NA,0.541531883013391,"zooxanthellate",2.07918124604762,"Isopora","palifera","Isopora","palifera"
"458",458,458,"Isopora togianensis","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",1.73351658781825,"pacific",2.64884529781937,0.367624902817843,1.65269069403757,3.18908721117942,NA,0.179149040683456,NA,0.459744858567442,"zooxanthellate",2.17609125905568,"Isopora","togianensis","Isopora","togianensis"
"459",459,459,"Leptastrea aequalis","Fungiidae",0.626294429258883,NA,NA,"colonial",0.447158031342219,NA,"encrusting",0.593639380954714,"pacific",2.48293532869571,1.95251300227603,1.03169116862515,2.43616264704076,NA,0.285737494195947,NA,NA,"zooxanthellate",1.30102999566398,"Leptastrea","aequalis","Leptastrea","aequalis"
"460",460,460,"Leptastrea bewickensis","Fungiidae",0.626294429258883,NA,NA,"colonial",0.6232492903979,NA,"encrusting",0.593639380954714,"pacific",2.48627905696344,2.20273802381077,1.00346053210951,2.43616264704076,NA,0.285737494195947,NA,NA,"zooxanthellate",2,"Leptastrea","bewickensis","Leptastrea","bewickensis"
"461",461,461,"Leptastrea bottae","Fungiidae",0.626294429258883,NA,NA,"colonial",0.544068044350276,NA,"encrusting",0.593639380954714,"pacific",2.48477551515163,2.09022176886623,1.26486502636613,2.43616264704076,NA,0.285737494195947,NA,NA,"zooxanthellate",NA,"Leptastrea","bottae","Leptastrea","bottae"
"462",462,462,"Leptastrea inaequalis","Fungiidae",0.602087466353667,NA,NA,"colonial",0.612783856719735,NA,"massive",0.792255477142622,"pacific",2.48608033292335,2.18786668163552,1.08069862287113,2.43616264704076,NA,0.225303186617717,NA,NA,"zooxanthellate",NA,"Leptastrea","inaequalis","Leptastrea","inaequalis"
"463",463,463,"Leptastrea pruinosa","Fungiidae",0.626294429258883,NA,NA,"colonial",0.556302500767287,NA,"encrusting",0.593639380954714,"pacific",2.48500783047484,2.10760688574727,1.15986784709257,2.43616264704076,NA,0.285737494195947,NA,NA,"zooxanthellate",NA,"Leptastrea","pruinosa","Leptastrea","pruinosa"
"464",464,464,"Leptastrea purpurea","Fungiidae",0.62719448665457,NA,NA,"colonial",1,NA,"encrusting",0.255272505103306,"pacific",2.4345689040342,2.73809937524279,0.461798557525109,2.43616264704076,NA,0.212187604403958,NA,NA,"zooxanthellate",2,"Leptastrea","purpurea","Leptastrea","purpurea"
"465",465,465,"Leptastrea transversa","Fungiidae",0.626294429258883,NA,NA,"colonial",0.963787827345555,NA,"encrusting",0.593639380954714,"pacific",2.49274541048007,2.68664201312914,0.587261849692534,2.43616264704076,NA,0.285737494195947,NA,NA,"zooxanthellate",NA,"Leptastrea","transversa","Leptastrea","transversa"
"466",466,466,"Leptoria irregularis","Merulinidae",0.666369697370543,NA,NA,"colonial",0.799340549453582,NA,"encrusting",0.610461830961491,"pacific",2.53835058726794,2.15366025191082,0.406182596333993,2.64836001098093,NA,0.232619382349417,NA,NA,"zooxanthellate",2.17609125905568,"Leptoria","irregularis","Leptoria","irregularis"
"467",467,467,"Leptoria phrygia","Merulinidae",0.642162734465327,NA,NA,"colonial",0.544068044350276,NA,"massive",0.809077927149399,"pacific",2.6576931156008,1.00432137378264,0.879047270936348,2.64836001098093,NA,0.20682587603185,NA,0.934322105969425,"zooxanthellate",NA,"Leptoria","phrygia","Leptoria","phrygia"
"468",468,468,"Leptoseris amitoriensis","Agariciidae",0.600352321764408,NA,NA,"colonial",0.568201724066995,NA,"laminar",1.08628905434993,"pacific",NA,NA,0.525821952156663,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Leptoseris","amitoriensis","Leptoseris","amitoriensis"
"469",469,469,"Leptoseris cailleti","Agariciidae",0.600352321764408,NA,NA,"colonial",0.544068044350276,NA,"laminar",1.08628905434993,"atlantic",NA,NA,0.564484347624042,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Leptoseris","cailleti","Leptoseris","cailleti"
"470",470,470,"Leptoseris cucullata","Agariciidae",0.600352321764408,NA,NA,"colonial",0.462397997898956,NA,"laminar",1.08628905434993,"atlantic",NA,NA,0.182984967003582,NA,NA,0.34976304398795,NA,NA,"zooxanthellate",NA,"Leptoseris","cucullata","Leptoseris","cucullata"
"471",471,471,"Leptoseris explanata","Agariciidae",0.600352321764408,NA,NA,"colonial",0.602059991327962,NA,"laminar",1.08628905434993,"pacific",NA,NA,-0.00656376950238827,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Leptoseris","explanata","Leptoseris","explanata"
"472",472,472,"Leptoseris foliosa","Agariciidae",0.600352321764408,NA,NA,"colonial",0.146128035678238,NA,"laminar",1.08628905434993,"pacific",NA,NA,0.850523708878994,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Leptoseris","foliosa","Leptoseris","foliosa"
"473",473,473,"Leptoseris fragilis","Agariciidae",0.600352321764408,NA,NA,NA,0.568241026279871,NA,"laminar",1.08628905434993,NA,NA,NA,0.527383787423791,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Leptoseris","fragilis","Leptoseris","fragilis"
"474",474,474,"Leptoseris gardineri","Agariciidae",0.600352321764408,NA,NA,"colonial",0.397940008672038,NA,"laminar",1.08628905434993,"pacific",NA,NA,0.788760856017381,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",3,"Leptoseris","gardineri","Leptoseris","gardineri"
"475",475,475,"Leptoseris glabra","Agariciidae",0.600352321764408,NA,NA,NA,0.954242509439325,NA,"laminar",1.08628905434993,NA,NA,NA,-0.0650491736835158,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",1.67209785793572,"Leptoseris","glabra","Leptoseris","glabra"
"476",476,476,"Leptoseris hawaiiensis","Agariciidae",0.499979164192804,NA,NA,"colonial",0.505149978319906,NA,"encrusting",0.595449590853289,"pacific",NA,NA,0.249442961442582,NA,NA,0.2917123224058,NA,NA,"zooxanthellate",NA,"Leptoseris","hawaiiensis","Leptoseris","hawaiiensis"
"477",477,477,"Leptoseris incrustans","Agariciidae",0.499979164192804,NA,NA,"colonial",0.643452676486187,NA,"encrusting",0.595449590853289,"pacific",NA,NA,0.791620482692814,NA,NA,0.2917123224058,NA,NA,"zooxanthellate",NA,"Leptoseris","incrustans","Leptoseris","incrustans"
"478",478,478,"Leptoseris mycetoseroides","Agariciidae",0.600352321764408,NA,NA,"colonial",0.643452676486187,NA,"laminar",1.08628905434993,"pacific",NA,NA,0.670802284260944,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",2.30102999566398,"Leptoseris","mycetoseroides","Leptoseris","mycetoseroides"
"479",479,479,"Leptoseris papyracea","Agariciidae",0.600352321764408,NA,NA,"colonial",0.643452676486187,NA,"laminar",1.08628905434993,"pacific",NA,NA,0.411949358838737,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",NA,"Leptoseris","papyracea","Leptoseris","papyracea"
"480",480,480,"Leptoseris scabra","Agariciidae",0.499979164192804,NA,NA,"colonial",0.799340549453582,NA,"encrusting",0.595449590853289,"pacific",NA,NA,0.100370545117563,NA,NA,0.2917123224058,NA,NA,"zooxanthellate",NA,"Leptoseris","scabra","Leptoseris","scabra"
"481",481,481,"Leptoseris solida","Agariciidae",0.499979164192804,NA,NA,"colonial",0.57978359661681,NA,"encrusting",0.595449590853289,"pacific",NA,NA,0.37254380075907,NA,NA,0.2917123224058,NA,NA,"zooxanthellate",NA,"Leptoseris","solida","Leptoseris","solida"
"482",482,482,"Leptoseris striata","Agariciidae",0.499979164192804,NA,NA,"colonial",0.602059991327962,NA,"encrusting",0.595449590853289,"pacific",NA,NA,-0.149353764816933,NA,NA,0.2917123224058,NA,NA,"zooxanthellate",1,"Leptoseris","striata","Leptoseris","striata"
"483",483,483,"Leptoseris tenuis","Agariciidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Leptoseris","tenuis","Leptoseris","tenuis"
"484",484,484,"Leptoseris tubulifera","Agariciidae",0.499979164192804,NA,NA,"colonial",0.397940008672038,NA,"encrusting",0.595449590853289,"pacific",NA,NA,1.02224994669454,NA,NA,0.2917123224058,NA,NA,"zooxanthellate",NA,"Leptoseris","tubulifera","Leptoseris","tubulifera"
"485",485,485,"Leptoseris yabei","Agariciidae",0.600352321764408,NA,NA,"colonial",0.568201724066995,NA,"laminar",1.08628905434993,"pacific",NA,NA,0.725094521081469,NA,NA,0.351407006813196,NA,NA,"zooxanthellate",2,"Leptoseris","yabei","Leptoseris","yabei"
"486",486,486,"Lithophyllon concinna","Fungiidae",0.602059991327962,NA,NA,"solitary",2.20411998265592,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.66879134707247,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.20411998265592,"Lithophyllon","concinna","Lithophyllon","concinna"
"487",487,487,"Lithophyllon ranjithi","Fungiidae",0.726667586830486,NA,NA,NA,0.462397997898956,NA,"laminar",1.08447884445135,"pacific",NA,NA,1.32221929473392,NA,NA,0.345432178603343,NA,NA,"zooxanthellate",1.69897000433602,"Lithophyllon","ranjithi","Lithophyllon","ranjithi"
"488",488,488,"Lithophyllon repanda","Fungiidae",0.602087466353667,NA,NA,"solitary",2.17609125905568,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.62577301568515,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.47712125471966,"Lithophyllon","repanda","Lithophyllon","repanda"
"489",489,489,"Lithophyllon scabra","Fungiidae",0.602087466353667,NA,NA,"solitary",1.89209460269048,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.1898965037664,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",0.89209460269048,"Lithophyllon","scabra","Lithophyllon","scabra"
"490",490,490,"Lithophyllon spinifer","Fungiidae",0.602087466353667,NA,NA,"solitary",2.07188200730613,NA,"massive",0.792255477142622,"pacific",NA,NA,-1.46583322715522,NA,NA,0.225303186617717,NA,NA,"zooxanthellate",1.09691001300806,"Lithophyllon","spinifer","Lithophyllon","spinifer"
"491",491,491,"Lithophyllon undulatum","Fungiidae",0.626294429258883,NA,NA,"colonial",0.707570176097936,NA,"encrusting",0.593639380954714,"pacific",NA,NA,-0.0172766123314547,NA,NA,0.285737494195947,NA,NA,"zooxanthellate",1.69897000433602,"Lithophyllon","undulatum","Lithophyllon","undulatum"
"492",492,492,"Lobactis scutaria","Fungiidae",0.601618700495401,NA,NA,"solitary",2.22788670461367,NA,"massive",0.968482948553935,"pacific",1.92220627743902,5.20785340926508,-1.70526838169419,1.92220627743902,NA,0.225303186617717,NA,NA,"zooxanthellate",1.23044892137827,"Lobactis","scutaria","Lobactis","scutaria"
"493",493,493,"Lobophyllia corymbosa","Lobophylliidae",NA,NA,NA,"colonial",1.67669360962487,NA,"massive",NA,"pacific",2.77815125038364,3.44715803134222,-1.01772876696043,2.77815125038364,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Lobophyllia","corymbosa","Lobophyllia","corymbosa"
"494",494,494,"Lobophyllia costata","Lobophylliidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"pacific",NA,NA,NA,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",NA,"Lobophyllia","costata","Lobophyllia","costata"
"495",495,495,"Lobophyllia dentata","Lobophylliidae",NA,NA,NA,"colonial",1.51321760006794,NA,"massive",NA,"pacific",2.59667520070848,2.89308990092927,-0.913640169325252,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Lobophyllia","dentata","Lobophyllia","dentata"
"496",496,496,"Lobophyllia diminuta","Lobophylliidae",NA,NA,NA,"colonial",1.62838893005031,NA,"massive",NA,"pacific",2.59886214419313,3.05674793074613,-1.67778070526608,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",NA,"Lobophyllia","diminuta","Lobophyllia","diminuta"
"497",497,497,"Lobophyllia flabelliformis","Lobophylliidae",NA,NA,NA,"colonial",1.77451696572855,NA,"massive",NA,"pacific",2.60163691249353,3.26439532375418,-1.95860731484178,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Lobophyllia","flabelliformis","Lobophyllia","flabelliformis"
"498",498,498,"Lobophyllia hataii","Lobophylliidae",NA,NA,NA,"colonial",1.47712125471966,NA,"massive",NA,"pacific",2.59598978127909,2.84179712898513,-0.712198270069774,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",NA,"Lobophyllia","hataii","Lobophyllia","hataii"
"499",499,499,"Lobophyllia hemprichii","Lobophylliidae",NA,NA,NA,"colonial",1.42813479402879,NA,"massive",NA,"pacific",2.90848501887865,3.38916608436453,-1.02227639471115,2.90848501887865,NA,NA,NA,NA,"zooxanthellate",2.69897000433602,"Lobophyllia","hemprichii","Lobophyllia","hemprichii"
"500",500,500,"Lobophyllia pachysepta","Lobophylliidae",NA,NA,NA,"colonial",1.51321760006794,NA,"massive",NA,"pacific",2.59667520070848,2.89308990092927,-0.943095148663527,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Lobophyllia","pachysepta","Lobophyllia","pachysepta"
"501",501,501,"Lobophyllia robusta","Lobophylliidae",NA,NA,NA,"colonial",1.67669360962487,NA,"massive",NA,"pacific",2.59977938292163,3.12538870003582,-0.859300239983133,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",NA,"Lobophyllia","robusta","Lobophyllia","robusta"
"502",502,502,"Lobophyllia serrata","Lobophylliidae",NA,NA,NA,"colonial",1.60422605308447,NA,"massive",NA,"pacific",2.5984033247425,3.0224125728099,-1.09151498112135,2.84331813463114,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Lobophyllia","serrata","Lobophyllia","serrata"
"503",503,503,"Madracis asanoi","Pocilloporidae",0.250004288483197,NA,NA,"colonial",0.397940008672038,NA,"branching_closed",1.38264610335302,"pacific",NA,NA,1.04689900967058,NA,NA,0.259263242869517,NA,0.919316711051921,"both",NA,"Madracis","asanoi","Madracis","asanoi"
"504",504,504,"Madracis auretenra","Pocilloporidae",0.250004288483197,NA,NA,NA,0.361727836017593,NA,"branching_closed",1.38264610335302,NA,NA,NA,1.10247725382189,NA,NA,0.259263242869517,NA,0.87507731038056,"zooxanthellate",NA,"Madracis","auretenra","Madracis","auretenra"
"505",505,505,"Madracis carmabi","Pocilloporidae",0.250004288483197,NA,NA,NA,0.255272505103306,NA,"branching_closed",1.38264610335302,NA,NA,NA,1.39445168082622,NA,NA,0.259263242869517,NA,0.745023803708643,"zooxanthellate",NA,"Madracis","carmabi","Madracis","carmabi"
"506",506,506,"Madracis decactis","Pocilloporidae",NA,NA,NA,"colonial",0.342422680822206,NA,"digitate",1.16264696221667,"atlantic",2.49570050946226,1.71306060472837,1.24843920814151,2.50041244251548,NA,0.427879367168488,NA,0.330281503458211,"zooxanthellate",1,"Madracis","decactis","Madracis","decactis"
"507",507,507,"Madracis formosa","Pocilloporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"columnar",1.07591083569423,"atlantic",2.49307433344511,1.5165329871024,1.3597975510344,2.50041244251548,NA,0.418874480923888,NA,0.956999675431386,"zooxanthellate",1.00860017176192,"Madracis","formosa","Madracis","formosa"
"508",508,508,"Madracis kirbyi","Pocilloporidae",NA,NA,NA,"colonial",0.414973347970818,NA,"digitate",1.16264696221667,"pacific",NA,NA,1.14671703574398,NA,NA,0.427879367168488,NA,0.418914628666952,"zooxanthellate",2.09691001300806,"Madracis","kirbyi","Madracis","kirbyi"
"509",509,509,"Madracis mirabilis","Pocilloporidae",0.250111282966145,NA,NA,"colonial",0.176091259055681,NA,"branching_closed",1.34242268082221,"atlantic",2.4904637442221,1.48947028880052,1.51106745771002,2.49136169383427,NA,0.259263242869517,NA,0.64829028531456,"zooxanthellate",1.16731733474818,"Madracis","mirabilis","Madracis","mirabilis"
"510",510,510,"Madracis pharensis","Pocilloporidae",NA,NA,NA,"colonial",0.322219294733919,NA,"digitate",1.16264696221667,"atlantic",2.49947360067581,1.65881964201212,1.17295785778491,2.51851393987789,NA,0.427879367168488,NA,0.305599590538848,"both",NA,"Madracis","pharensis","Madracis","pharensis"
